,Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_reason,payment_plan_start_date,orig_projected_additional_accrued_interest,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
861,861,3600.0,3600.0,3600.0, 36 months,11.99,119.56,C,C1,Pizza chef,10+ years,RENT,55000.0,Not Verified,Dec-2015,n,debt_consolidation,FL,27.93,0.0,Feb-2007,660.0,664.0,0.0,70.0,,15.0,0.0,11570.0,42.1,18.0,f,Feb-2017,0.0,70.0,1.0,Individual,,,,0.0,0.0,89152.0,2.0,4.0,2.0,3.0,3.0,77582.0,57.0,3.0,3.0,1825.0,50.0,27500.0,0.0,0.0,1.0,6.0,5943.0,15669.0,37.6,0.0,0.0,63.0,106.0,3.0,3.0,0.0,3.0,70.0,10.0,70.0,1.0,9.0,11.0,9.0,10.0,6.0,11.0,12.0,11.0,15.0,0.0,0.0,0.0,5.0,77.8,66.7,0.0,0.0,119210.0,89152.0,25100.0,91710.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1957,1957,10000.0,10000.0,10000.0, 36 months,12.88,336.37,C,C2,Assistant Superintendent,2 years,RENT,60000.0,Source Verified,Dec-2015,n,credit_card,CO,23.9,0.0,Nov-1999,670.0,674.0,0.0,37.0,,7.0,0.0,6975.0,84.0,26.0,w,Sep-2018,0.0,37.0,1.0,Individual,,,,0.0,0.0,106096.0,0.0,3.0,1.0,1.0,7.0,99121.0,113.0,1.0,3.0,4139.0,109.0,8300.0,2.0,0.0,7.0,4.0,17683.0,525.0,93.0,0.0,0.0,193.0,117.0,7.0,7.0,0.0,7.0,,7.0,,4.0,2.0,2.0,2.0,3.0,21.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,2.0,91.7,100.0,0.0,0.0,86434.0,106096.0,7500.0,78134.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1215,1215,8000.0,8000.0,8000.0, 36 months,11.48,263.74,B,B5,Central Alarm Station Operator,10+ years,RENT,50000.0,Verified,Dec-2015,n,debt_consolidation,MN,34.14,0.0,Jan-2001,690.0,694.0,1.0,44.0,,16.0,0.0,19579.0,71.2,31.0,w,Feb-2018,0.0,44.0,1.0,Individual,,,,0.0,0.0,52785.0,1.0,4.0,2.0,2.0,6.0,33206.0,63.0,0.0,3.0,4797.0,65.0,27500.0,0.0,1.0,1.0,5.0,3299.0,2767.0,85.7,0.0,0.0,179.0,121.0,16.0,6.0,0.0,16.0,,5.0,,0.0,9.0,12.0,9.0,18.0,9.0,12.0,22.0,12.0,16.0,0.0,0.0,0.0,2.0,96.7,55.6,0.0,0.0,80650.0,52785.0,19300.0,53150.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4871,4871,32200.0,32200.0,32150.0, 60 months,24.24,930.82,F,F3,supervisor ,< 1 year,MORTGAGE,70000.0,Verified,Dec-2015,n,debt_consolidation,TX,28.44,0.0,Oct-2004,695.0,699.0,0.0,,,7.0,0.0,4004.0,47.7,21.0,w,Dec-2016,0.0,,1.0,Individual,,,,0.0,10563.0,137903.0,0.0,3.0,0.0,2.0,17.0,36044.0,51.0,1.0,3.0,2433.0,50.0,8400.0,6.0,0.0,8.0,5.0,19700.0,2637.0,56.0,0.0,0.0,110.0,23.0,11.0,11.0,2.0,11.0,,4.0,,0.0,2.0,3.0,2.0,2.0,16.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,193555.0,40048.0,6000.0,68155.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7869,7869,6000.0,6000.0,6000.0, 36 months,14.48,206.47,C,C5,Test engineer,4 years,RENT,85000.0,Verified,Dec-2015,n,debt_consolidation,MI,18.34,1.0,Nov-2002,680.0,684.0,1.0,20.0,,15.0,0.0,6974.0,24.1,25.0,w,Feb-2019,0.0,,1.0,Individual,,,,0.0,0.0,42111.0,4.0,3.0,3.0,4.0,1.0,31065.0,96.0,2.0,3.0,993.0,65.0,28900.0,2.0,4.0,5.0,7.0,3008.0,2907.0,25.5,0.0,0.0,54.0,157.0,1.0,1.0,0.0,1.0,20.0,0.0,20.0,0.0,1.0,4.0,3.0,6.0,8.0,11.0,16.0,4.0,15.0,0.0,0.0,0.0,5.0,84.0,33.3,0.0,0.0,65270.0,42111.0,3900.0,32298.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8862,8862,35000.0,35000.0,34850.0, 36 months,13.67,1190.62,C,C4,Business Development,2 years,RENT,205639.0,Source Verified,Dec-2015,n,debt_consolidation,OK,15.51,2.0,Jan-1993,670.0,674.0,0.0,1.0,,13.0,0.0,52958.0,71.8,25.0,f,Dec-2018,0.0,,1.0,Individual,,,,0.0,58.0,118838.0,0.0,3.0,0.0,2.0,19.0,65880.0,79.0,2.0,2.0,19368.0,75.0,73800.0,0.0,1.0,0.0,4.0,9141.0,15177.0,76.9,0.0,0.0,120.0,275.0,11.0,11.0,3.0,11.0,1.0,,1.0,0.0,7.0,9.0,7.0,11.0,7.0,10.0,15.0,9.0,13.0,0.0,0.0,0.0,2.0,92.0,71.4,0.0,0.0,172953.0,118838.0,65700.0,99153.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1129,1129,25000.0,25000.0,25000.0, 36 months,6.49,766.12,A,A2,Clerk,10+ years,MORTGAGE,52000.0,Not Verified,Dec-2015,n,credit_card,IN,27.03,0.0,Oct-2001,725.0,729.0,1.0,76.0,,19.0,0.0,24346.0,40.7,52.0,w,Aug-2017,0.0,76.0,1.0,Individual,,,,0.0,0.0,148465.0,1.0,3.0,0.0,4.0,13.0,16186.0,65.0,1.0,1.0,7429.0,48.0,59800.0,0.0,19.0,1.0,6.0,7814.0,11666.0,55.1,0.0,0.0,136.0,170.0,4.0,4.0,4.0,25.0,76.0,0.0,76.0,0.0,2.0,7.0,5.0,10.0,22.0,15.0,26.0,7.0,19.0,0.0,0.0,0.0,1.0,98.1,0.0,0.0,0.0,200670.0,40532.0,26000.0,25000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
6787,6787,16000.0,16000.0,16000.0, 36 months,11.99,531.36,C,C1,Administrative Assistane,5 years,RENT,73000.0,Verified,Dec-2015,n,credit_card,NY,16.52,0.0,Mar-1996,665.0,669.0,0.0,,14.0,7.0,2.0,15780.0,43.1,8.0,w,Dec-2016,0.0,,1.0,Individual,,,,0.0,0.0,35468.0,2.0,1.0,1.0,1.0,2.0,19688.0,98.0,1.0,2.0,10827.0,63.0,36600.0,0.0,0.0,1.0,3.0,5067.0,20820.0,43.1,0.0,0.0,150.0,237.0,2.0,2.0,0.0,2.0,,12.0,,0.0,4.0,4.0,6.0,6.0,2.0,6.0,6.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,1.0,56600.0,35468.0,36600.0,20000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
9182,9182,8000.0,8000.0,8000.0, 36 months,9.17,255.04,B,B2,Health Education Program Consultant,5 years,MORTGAGE,41198.0,Source Verified,Dec-2015,n,debt_consolidation,FL,29.8,0.0,Feb-2003,670.0,674.0,0.0,24.0,,9.0,0.0,8239.0,74.9,16.0,w,Mar-2019,1.0,66.0,1.0,Individual,,,,0.0,599.0,99805.0,0.0,2.0,0.0,0.0,31.0,26540.0,60.0,0.0,0.0,4537.0,63.0,11000.0,0.0,1.0,0.0,0.0,12476.0,2122.0,71.3,0.0,0.0,141.0,154.0,37.0,31.0,2.0,37.0,,22.0,,0.0,3.0,4.0,5.0,6.0,5.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,87.5,25.0,0.0,0.0,123770.0,34779.0,7400.0,44038.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
831,831,11200.0,11200.0,11200.0, 36 months,11.99,371.95,C,C1,Assembly Worker,< 1 year,RENT,37000.0,Verified,Dec-2015,n,debt_consolidation,IN,7.78,0.0,Oct-1994,675.0,679.0,0.0,26.0,,11.0,0.0,16425.0,49.3,13.0,w,Apr-2016,0.0,27.0,1.0,Individual,,,,0.0,0.0,16425.0,3.0,0.0,0.0,0.0,,0.0,,4.0,7.0,14187.0,49.0,33300.0,1.0,1.0,1.0,7.0,1643.0,11775.0,58.2,0.0,0.0,,254.0,3.0,3.0,0.0,3.0,,10.0,26.0,1.0,4.0,4.0,4.0,4.0,0.0,11.0,13.0,4.0,11.0,0.0,0.0,0.0,4.0,76.9,50.0,0.0,0.0,33300.0,16425.0,28200.0,0.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
5431,5431,28000.0,28000.0,28000.0, 36 months,15.77,981.23,D,D1,Sr. Consultant ,4 years,OWN,116000.0,Not Verified,Dec-2015,n,debt_consolidation,IL,24.72,1.0,Apr-2003,695.0,699.0,3.0,19.0,,15.0,0.0,11983.0,72.2,44.0,w,Mar-2019,0.0,71.0,1.0,Individual,,,,0.0,0.0,512242.0,4.0,6.0,1.0,2.0,2.0,287653.0,94.0,4.0,4.0,9357.0,91.0,16600.0,5.0,6.0,9.0,6.0,42687.0,1194.0,89.3,0.0,0.0,149.0,150.0,2.0,2.0,5.0,10.0,71.0,2.0,71.0,1.0,2.0,4.0,2.0,5.0,20.0,8.0,19.0,4.0,15.0,0.0,0.0,0.0,5.0,97.7,50.0,0.0,0.0,564762.0,299636.0,11200.0,316101.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
273,273,18000.0,18000.0,18000.0, 36 months,11.99,597.78,C,C1,Clerk Typist II,9 years,RENT,41000.0,Not Verified,Dec-2015,n,debt_consolidation,CA,38.35,0.0,May-2009,690.0,694.0,0.0,,,12.0,0.0,18982.0,61.8,20.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,58.0,51443.0,1.0,2.0,0.0,3.0,13.0,32461.0,80.0,2.0,3.0,5210.0,72.0,30700.0,1.0,0.0,0.0,6.0,4677.0,5690.0,76.2,0.0,0.0,41.0,79.0,2.0,2.0,0.0,17.0,,13.0,,0.0,5.0,6.0,5.0,7.0,5.0,10.0,15.0,6.0,12.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,71294.0,51443.0,23900.0,40594.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
6304,6304,10500.0,10500.0,10500.0, 36 months,14.85,363.22,C,C5,,,OWN,40917.0,Not Verified,Dec-2015,n,home_improvement,MO,25.34,2.0,Nov-1981,715.0,719.0,4.0,12.0,,5.0,0.0,4275.0,23.2,13.0,w,Jun-2017,0.0,,1.0,Individual,,,,0.0,0.0,12053.0,1.0,2.0,1.0,1.0,2.0,7778.0,58.0,0.0,3.0,3132.0,38.0,18400.0,3.0,1.0,4.0,4.0,2411.0,13641.0,19.8,0.0,0.0,189.0,409.0,15.0,2.0,1.0,48.0,12.0,0.0,12.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,1.0,69.2,0.0,0.0,0.0,31904.0,12053.0,17000.0,13504.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4061,4061,22425.0,22425.0,22425.0, 36 months,13.99,766.33,C,C4,Technology Specialist,3 years,RENT,51000.0,Source Verified,Dec-2015,n,debt_consolidation,FL,22.61,0.0,Aug-2004,725.0,729.0,1.0,74.0,,11.0,0.0,4228.0,20.9,33.0,w,Jul-2018,0.0,77.0,1.0,Individual,,,,0.0,0.0,58716.0,0.0,3.0,1.0,2.0,12.0,54488.0,89.0,1.0,6.0,1157.0,72.0,20200.0,1.0,0.0,2.0,8.0,5338.0,10407.0,17.4,0.0,0.0,136.0,136.0,7.0,7.0,0.0,7.0,74.0,5.0,74.0,1.0,4.0,6.0,5.0,10.0,16.0,8.0,17.0,6.0,11.0,0.0,0.0,0.0,2.0,87.9,0.0,0.0,0.0,81497.0,58716.0,12600.0,61297.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7129,7129,21000.0,21000.0,21000.0, 60 months,21.48,573.81,E,E5,Systems engineer ,3 years,MORTGAGE,62000.0,Source Verified,Dec-2015,n,debt_consolidation,OH,17.65,1.0,Jan-2003,675.0,679.0,5.0,20.0,,30.0,0.0,14137.0,49.1,48.0,w,Nov-2017,1.0,20.0,1.0,Individual,,,,0.0,0.0,304134.0,4.0,13.0,0.0,0.0,31.0,75869.0,95.0,6.0,10.0,3018.0,83.0,28800.0,1.0,3.0,8.0,11.0,10138.0,11427.0,40.2,0.0,0.0,155.0,132.0,2.0,2.0,2.0,2.0,,2.0,,4.0,7.0,13.0,9.0,10.0,25.0,16.0,20.0,13.0,30.0,0.0,0.0,1.0,7.0,91.7,33.3,0.0,0.0,324884.0,90006.0,19100.0,80171.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4565,4565,1000.0,1000.0,1000.0, 36 months,9.8,32.18,B,B3,CNA,2 years,MORTGAGE,22880.0,Verified,Dec-2015,n,debt_consolidation,TN,4.04,0.0,May-1999,660.0,664.0,0.0,41.0,111.0,6.0,1.0,0.0,0.0,13.0,w,Aug-2018,0.0,41.0,1.0,Individual,,,,0.0,0.0,42291.0,0.0,1.0,0.0,1.0,13.0,1528.0,76.0,0.0,1.0,0.0,29.0,3300.0,0.0,0.0,1.0,3.0,8458.0,600.0,0.0,0.0,0.0,136.0,199.0,20.0,13.0,2.0,80.0,,5.0,41.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,91.7,0.0,1.0,0.0,49300.0,1528.0,600.0,2000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
9976,9976,12000.0,12000.0,12000.0, 36 months,5.32,361.38,A,A1,Security Engineer,2 years,MORTGAGE,120000.0,Not Verified,Dec-2015,n,home_improvement,NY,15.99,0.0,May-2000,760.0,764.0,0.0,,,16.0,0.0,19738.0,18.5,40.0,w,Jul-2017,0.0,,1.0,Individual,,,,0.0,0.0,403124.0,1.0,3.0,0.0,1.0,19.0,37496.0,56.0,0.0,2.0,7661.0,33.0,106700.0,0.0,4.0,1.0,4.0,26875.0,75662.0,20.7,0.0,0.0,174.0,187.0,15.0,5.0,3.0,15.0,,7.0,,0.0,4.0,4.0,8.0,13.0,14.0,12.0,22.0,4.0,16.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,521103.0,57234.0,95400.0,67003.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
879,879,24000.0,24000.0,24000.0, 60 months,9.8,507.58,B,B3,President,2 years,MORTGAGE,105000.0,Not Verified,Dec-2015,n,debt_consolidation,TX,8.32,0.0,Jan-1996,705.0,709.0,0.0,42.0,,13.0,0.0,6826.0,28.2,26.0,w,Oct-2018,0.0,42.0,1.0,Individual,,,,0.0,0.0,319128.0,2.0,0.0,0.0,0.0,45.0,0.0,,1.0,1.0,1821.0,28.0,24200.0,0.0,7.0,4.0,2.0,29012.0,9336.0,25.9,0.0,0.0,156.0,239.0,2.0,2.0,5.0,56.0,,6.0,,3.0,2.0,6.0,6.0,7.0,6.0,12.0,15.0,6.0,13.0,0.0,0.0,0.0,2.0,88.0,0.0,0.0,0.0,338404.0,6826.0,12600.0,0.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
6912,6912,10000.0,10000.0,10000.0, 60 months,15.41,240.06,D,D1,Nutrition Manager,10+ years,MORTGAGE,30000.0,Source Verified,Dec-2015,n,debt_consolidation,GA,30.8,0.0,Jul-2004,710.0,714.0,0.0,67.0,72.0,13.0,2.0,5327.0,37.0,19.0,w,Dec-2016,0.0,67.0,1.0,Individual,,,,0.0,0.0,106281.0,1.0,2.0,1.0,3.0,3.0,15183.0,89.0,1.0,4.0,1608.0,65.0,14400.0,2.0,0.0,1.0,7.0,8175.0,3431.0,41.8,0.0,0.0,38.0,102.0,12.0,3.0,3.0,12.0,,12.0,,1.0,4.0,7.0,6.0,7.0,5.0,10.0,11.0,7.0,13.0,0.0,0.0,0.0,2.0,94.7,16.7,0.0,2.0,125405.0,20510.0,5900.0,17025.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8987,8987,22000.0,22000.0,22000.0, 60 months,18.2,561.06,E,E1,IT Project Coordinator,7 years,MORTGAGE,55000.0,Source Verified,Dec-2015,n,debt_consolidation,CA,19.11,0.0,Aug-1998,690.0,694.0,0.0,59.0,,11.0,0.0,7076.0,44.5,24.0,w,Aug-2018,0.0,59.0,1.0,Individual,,,,0.0,0.0,232564.0,3.0,2.0,1.0,2.0,4.0,23693.0,76.0,1.0,4.0,4368.0,66.0,15900.0,0.0,0.0,1.0,7.0,21142.0,4324.0,62.1,0.0,0.0,48.0,208.0,1.0,1.0,1.0,1.0,59.0,9.0,59.0,0.0,3.0,3.0,6.0,18.0,3.0,7.0,19.0,3.0,11.0,0.0,0.0,0.0,3.0,83.3,50.0,0.0,0.0,257038.0,31823.0,11400.0,31142.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
5950,5950,7200.0,7200.0,7200.0, 36 months,12.88,242.19,C,C2,sales rep,8 years,MORTGAGE,75000.0,Not Verified,Dec-2015,n,debt_consolidation,CO,18.08,0.0,Nov-2004,685.0,689.0,0.0,,,15.0,0.0,12923.0,52.1,26.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,367793.0,3.0,3.0,2.0,2.0,6.0,32401.0,81.0,4.0,7.0,4039.0,70.0,24800.0,1.0,2.0,3.0,11.0,26271.0,5722.0,65.9,0.0,0.0,114.0,133.0,2.0,2.0,3.0,2.0,,4.0,,0.0,6.0,7.0,6.0,9.0,10.0,10.0,13.0,7.0,15.0,0.0,0.0,0.0,7.0,100.0,66.7,0.0,0.0,395302.0,45324.0,16800.0,40028.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8091,8091,28000.0,28000.0,28000.0, 36 months,7.26,867.9,A,A4,administrative physician ,3 years,MORTGAGE,200000.0,Verified,Dec-2015,n,debt_consolidation,NY,17.02,0.0,Nov-1999,715.0,719.0,0.0,74.0,,10.0,0.0,45685.0,75.0,33.0,f,Jan-2019,0.0,,1.0,Individual,,,,0.0,0.0,435257.0,0.0,1.0,0.0,0.0,55.0,4496.0,10.0,2.0,5.0,24031.0,75.0,60600.0,0.0,0.0,1.0,6.0,43525.0,9283.0,81.0,0.0,0.0,117.0,193.0,9.0,9.0,4.0,13.0,74.0,9.0,74.0,0.0,6.0,8.0,14.0,15.0,2.0,8.0,27.0,6.0,10.0,,0.0,0.0,2.0,97.0,66.7,0.0,0.0,518647.0,50181.0,55700.0,44047.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8078,8078,10000.0,10000.0,10000.0, 36 months,6.24,305.31,A,A2,Therapist,1 year,RENT,51000.0,Not Verified,Dec-2015,n,debt_consolidation,WA,19.4,0.0,Aug-2004,715.0,719.0,0.0,35.0,,44.0,0.0,7357.0,29.3,55.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,271926.0,1.0,32.0,1.0,2.0,3.0,264569.0,98.0,3.0,4.0,285.0,92.0,25100.0,0.0,0.0,2.0,6.0,6324.0,2715.0,9.5,0.0,0.0,136.0,120.0,10.0,3.0,0.0,10.0,,11.0,47.0,0.0,1.0,6.0,3.0,5.0,39.0,12.0,16.0,7.0,44.0,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,294992.0,271926.0,3000.0,269892.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
3991,3991,15000.0,15000.0,15000.0, 36 months,11.48,494.5,B,B5,Substance Abuse Specialist,3 years,RENT,61000.0,Source Verified,Dec-2015,n,debt_consolidation,CA,7.4,0.0,Oct-1999,700.0,704.0,1.0,49.0,,13.0,0.0,12257.0,55.2,31.0,w,Jan-2019,0.0,,1.0,Individual,,,,0.0,0.0,59204.0,2.0,5.0,1.0,1.0,12.0,46947.0,102.0,2.0,4.0,6526.0,87.0,22200.0,0.0,0.0,1.0,5.0,4934.0,1343.0,90.1,0.0,0.0,139.0,194.0,2.0,2.0,0.0,2.0,,4.0,49.0,0.0,3.0,3.0,3.0,5.0,16.0,8.0,15.0,3.0,13.0,0.0,0.0,0.0,3.0,96.6,66.7,0.0,0.0,68236.0,59204.0,13600.0,46036.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
3404,3404,3000.0,3000.0,3000.0, 36 months,13.99,102.52,C,C4,manager,10+ years,MORTGAGE,115000.0,Verified,Dec-2015,n,home_improvement,MN,17.48,0.0,Apr-2007,665.0,669.0,1.0,,,27.0,0.0,23598.0,69.7,31.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,303023.0,1.0,2.0,2.0,2.0,3.0,18972.0,76.0,6.0,17.0,2272.0,72.0,33852.0,3.0,0.0,9.0,20.0,11223.0,3882.0,70.8,0.0,0.0,104.0,74.0,8.0,3.0,1.0,13.0,,5.0,,0.0,9.0,22.0,9.0,9.0,5.0,24.0,25.0,24.0,27.0,0.0,0.0,0.0,8.0,100.0,55.6,0.0,0.0,325063.0,42570.0,13300.0,25120.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
14,14,28000.0,28000.0,28000.0, 36 months,6.49,858.05,A,A2,Senior Manager,10+ years,MORTGAGE,92000.0,Not Verified,Dec-2015,n,debt_consolidation,NC,21.6,0.0,May-1984,720.0,724.0,0.0,42.0,,16.0,0.0,51507.0,64.5,24.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,221110.0,0.0,2.0,0.0,0.0,27.0,23413.0,55.0,0.0,1.0,8752.0,61.0,79900.0,0.0,1.0,0.0,1.0,13819.0,16623.0,59.9,0.0,0.0,82.0,379.0,19.0,19.0,2.0,19.0,48.0,,42.0,0.0,7.0,9.0,9.0,11.0,4.0,13.0,18.0,9.0,16.0,0.0,0.0,0.0,0.0,91.7,22.2,0.0,0.0,304003.0,74920.0,41500.0,42503.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
2218,2218,24000.0,24000.0,24000.0, 60 months,9.8,507.58,B,B3,Police Officer,< 1 year,MORTGAGE,60000.0,Not Verified,Dec-2015,n,debt_consolidation,CT,27.56,0.0,Sep-2004,725.0,729.0,1.0,,,9.0,0.0,12928.0,62.5,20.0,w,May-2018,0.0,,1.0,Individual,,,,0.0,0.0,250244.0,0.0,2.0,1.0,2.0,7.0,53149.0,83.0,0.0,0.0,7928.0,78.0,20700.0,6.0,0.0,7.0,2.0,27805.0,3075.0,78.2,0.0,0.0,78.0,135.0,29.0,7.0,2.0,44.0,,3.0,,0.0,2.0,3.0,2.0,3.0,6.0,5.0,12.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,277294.0,66077.0,14100.0,63794.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
2769,2769,10000.0,10000.0,10000.0, 36 months,7.49,311.02,A,A4,Software Engineer,< 1 year,MORTGAGE,115000.0,Source Verified,Dec-2015,n,home_improvement,IL,21.04,0.0,Mar-1998,700.0,704.0,0.0,89.0,,13.0,0.0,15741.0,41.2,43.0,w,Mar-2019,0.0,89.0,1.0,Individual,,,,0.0,0.0,328147.0,1.0,4.0,2.0,5.0,4.0,105669.0,64.0,1.0,1.0,12832.0,55.0,38200.0,0.0,0.0,1.0,6.0,25242.0,368.0,97.2,0.0,0.0,108.0,213.0,11.0,4.0,3.0,213.0,89.0,10.0,89.0,1.0,1.0,5.0,1.0,3.0,29.0,7.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0,97.6,100.0,0.0,0.0,398075.0,121410.0,13200.0,132070.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
6302,6302,5000.0,5000.0,5000.0, 36 months,8.49,157.82,B,B1,Owner,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2015,n,debt_consolidation,NC,14.8,0.0,Sep-2006,695.0,699.0,0.0,52.0,,20.0,0.0,18672.0,55.2,28.0,w,Aug-2018,0.0,,1.0,Individual,,,,0.0,272.0,18769.0,2.0,1.0,0.0,0.0,64.0,97.0,9.0,3.0,7.0,2045.0,54.0,33800.0,0.0,0.0,0.0,7.0,1043.0,4794.0,55.6,0.0,0.0,111.0,105.0,2.0,2.0,0.0,2.0,,,,0.0,5.0,10.0,7.0,10.0,3.0,19.0,25.0,10.0,20.0,0.0,0.0,0.0,3.0,96.4,42.9,0.0,0.0,34925.0,18769.0,10800.0,1125.0,,,,,,,,,,,,,,N,,,,Cash,Y,Dec-2017,COMPLETE,Dec-2017,1594.0,50.01,6.0
4213,4213,35000.0,35000.0,35000.0, 60 months,12.88,794.21,C,C2,Operations Manager,10+ years,RENT,85000.0,Source Verified,Dec-2015,n,debt_consolidation,CA,16.66,0.0,Dec-2003,700.0,704.0,0.0,,,10.0,0.0,41983.0,58.4,23.0,w,Jun-2017,0.0,,1.0,Individual,,,,0.0,0.0,48735.0,0.0,1.0,0.0,2.0,13.0,6752.0,79.0,0.0,1.0,12649.0,61.0,71900.0,0.0,0.0,0.0,3.0,4874.0,29917.0,58.4,0.0,0.0,110.0,144.0,23.0,13.0,0.0,23.0,,,,0.0,7.0,7.0,9.0,15.0,8.0,9.0,15.0,7.0,10.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,80400.0,48735.0,71900.0,8500.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
